sentence_id;sentence;dataset
81;Ali Calls for U.S. Boxing Commission WASHINGTON - Boxing great Muhammad Ali asked Congress on Thursday to create a U.S. Boxing Commission, saying oversight by the federal government is needed to protect boxers from exploitation and injury...;agnews
82;Bond yields near 7-month lows NEW YORK (CNN/Money) - US Treasuries rallied early Monday, sending yields to their lowest levels in nearly seven months, as record high crude oil prices pressured equities.;agnews
83;Canadian Synchrotron Radiation Facility Opens A synchrotron acts like a gigantic microscope that generates intense beams of brilliant light to view the microstructure of materials.;agnews
84;Whats common to country music WASHINGTON, OCTOBER 1: Researchers who found a link between country music and suicide, and a man who patented his combover hairstyle won IgNobel Awards for true but funny experiments.;agnews
85;"Bush: War in Iraq Was Right Despite No WMDs President Bush said on Thursday he\was ""right to take action"" in Iraq even though a new U.S.\report found that Baghdad had no stockpiles of weapons of mass\destruction and that its nuclear program had decayed.";agnews
86;U.S. Spy Plane Crashes Near Base in Pakistan (Reuters) Reuters - A pilotless U.S. spy plane\crashed near its military base in southern Pakistan on Sunday\but there were no casualties or damage, police said.;agnews
87;Cricket telecast back-up poser Sept 16: Cricket authorities will seek a clarification from the court whether they can prepare a contingency plan if the dispute between Zee Telefilms and ESPN-STAR is not resolved soon.;agnews
88;Motorola Acquiring Wireless Networking Firm MeshNetworks Motorola Inc. is acquiring MeshNetworks Inc., developer of a technology that makes it easy to set up and expand wireless networks, in a deal expected to help the world's No. 2 cell phone maker win more government business.;agnews
89;Toshiba Unveils Clearer Flat-Panel TV (AP) AP - Toshiba Corp. has a new flat-panel TV that delivers clear imagery comparable to the old-style cathode-ray tubes by using similar beam-emitting technology.;agnews
90;Roadside bomb kills 11 in Kashmir A remote-controlled roadside bomb blew up an army patrol car in a pre-dawn attack today in the violence-torn territory of Kashmir, killing an army major and 10 other men, police said.;agnews
91;Car bomb kills 2 south of Baghdad BAGHDAD A car bomb exploded in a town south of Baghdad on Wednesday, killing two people and wounding 10, the latest in a spate of attacks that have killed some 150 people in the last four days.;agnews
92;New media battle for Bafta awards The BBC leads the nominations for the Bafta Interactive Awards, including one for the Radio Times website.;agnews
93;Northwest to Expand in Indianapolis Northwest Airlines plans to expand in Indianapolis, a move that will knock ATA from its No. 1 spot on its home turf by offering more flights than the bankrupt carrier.;agnews
94;Stocks Near Flat, Oil's High Price Weighs NEW YORK (Reuters) - U.S. stocks barely budged on Wednesday as a 2-week high in crude oil prices limited gains by reigniting worry about energy costs eating into corporate profits and consumer spending.;agnews
95;Tokyo Stocks Advance in Early Trading (AP) AP - Tokyo stocks were higher early Friday as the U.S. dollar rebounded against the Japanese yen, following through its strength in New York where players reduced heavy dollar-bearish positions.;agnews
96;Byrd amendment buys US \$150 million in WTO sanctions The World Trade Organization granted authorization Friday to the European Union, Japan, Canada, Korea, Mexico, India, and Chile, to slap retaliatory sanctions if the US fails to repeal the Byrd amendment.;agnews
97;Former El Paso traders plead guilty Ex-El Paso Corp. employees Donald Guilbault and William Ham have pleaded guilty to making false reports used to calculate the index price of natural gas, the Associated Press reported on Tuesday.;agnews
98;Danger of Mount St. Helens Eruption Passes MOUNT ST. HELENS, Wash. Oct. 6, 2004 - Government scientists said Wednesday that the danger of a strong Mount St. Helens eruption at any moment has passed, but warned the mountain could continue venting steam and volcanic rock for several weeks.;agnews
99;Hackers re-open stolen code store An anonymous group of malicious hackers has reopened an online store that sells the stolen source code of prominent software products.;agnews
100;Today's schedule Pro baseball: AL Championship Series -- New York Yankees vs. Red Sox (Game 3) at Fenway Park, 8 p.m.;agnews
101;eBay plans S. Korean expansion with Internet Auction bid NEW YORK, September 2 (New Ratings) - eBay (EBAY.NAS) intends to continue with its expansion in Asia with an increased stake in Internet Auction Co.;agnews
102;Blackburn step up chase for Hughes LONDON, England -- Blackburn Rovers have made an official approach to talk to Welsh national manager Mark Hughes about the vacant job at Ewood Park.;agnews
103;Outsourcing issue flares up at chip conference A panel including two venture investors, a scholar, a laid-off software engineer and two chip industry CEOs debated the issue at the Hot Chips event sponsored by the IEEE.;agnews
104;Russians Beat NHL World Stars 5-4 MOSCOW - Nikolai Zherdev and Alexander Perezhogin scored 18 seconds apart Saturday, leading the Russian Stars past the NHL World Stars 5-4 in an exhibition game during the lockout.;agnews
105;Google Shares, Once Devalued, Just May Be Winners After All Wall Street, which forced Google, the Internet search engine, to lower the price of its shares sharply in its initial public offering in August, has decided that the company is worth a lot more today than it was then.;agnews
106;Microsoft Helps in Bogus Degrees Case Some sleuthing by software giant Microsoft Corp. helped track down two brothers who authorities say sold bogus college degrees over the Internet, including an MBA that was issued to a housecat.;agnews
107;Mozambique Prepares for Elections to Replace Chissano Mozambique holds elections on Wednesday and Thursday to choose a successor to President Joaquim Chissano, who ruled for 18 years and led the southern African country to peace after a long civil war that claimed up to a million lives.;agnews
108;Update 3: Oil Prices Drop \$1 Despite Iraq Sabotage Oil futures dropped by nearly \$1 per barrel Monday despite pipeline sabotage in Iraq that has delayed exports from a southern port - reinforcing the view among traders that prices had risen too fast earlier this summer.;agnews
109;Israel, Palestinians Seek Deal to End Gaza Fighting JERUSALEM (Reuters) - Israeli and Palestinian officials are trying to work out a deal to end Israel's biggest Gaza offensive in four years of conflict in return for stopping rocket fire into the Jewish state, security sources said.;agnews
110;Former MVP Caminiti Dies of Heart Attack at 41 (Reuters) Reuters - Former National League Most Valuable\Player Ken Caminiti, who in 2002 admitted he used steroids,\died of a heart attack in New York on Sunday, Major League\Baseball reported on its Web Site.;agnews
111;Larkin Seems Unlikely The likelihood of Barry Larkin playing for the Nationals appears dim following a meeting between Bowden and Larkin's agent.;agnews
112;Update: AMD, IBM Announce New Power-Saving Tech AMD and IBM said Monday that they had developed a new strained-silicon process that offers more performance at the same power levels, a technology that will enter production in mid-2005.;agnews
113;Prosecutors Want Trial to Remain in Houston Federal prosecutors Friday urged a judge in Houston to keep the fraud trial of three former Enron Corp. executives in the energy trader's hometown, saying that a fair trial is possible.;agnews
114;Qaeda-Linked Militants Killed in Pakistan Shootout (Reuters) Reuters - Three al Qaeda-linked militants\were killed and three were wounded on Wednesday in a clash with\Pakistani security forces in a troubled tribal region near the\Afghan border, the military said.;agnews
115;Muslims Asked to Concentrate on Righteous Deeds JEDDAH, 16 October 2004 - Sheikh Saleh Al-Taleb, one of the imams of the Grand Mosque in Makkah, yesterday called upon Muslims to outdo each other in righteous deeds to win rewards during Ramadan.;agnews
116;Laptops drive Dell profits boost Computer giant Dell sees profits rise 25 despite slowing momentum in the PC market, as laptop sales soar.;agnews
117;Hokies Squeak Past Tar Heels Mike Imoh ran for 236 yards and two touchdowns Saturday as No. 18 Virginia Tech edged North Carolina, which missed a 54-yard field goal with about a minute left.;agnews
118;SPH, MediaCorp Lay Off Over 200 State-owned broadcaster MediaCorp and Singapore Press Holdings Ltd. said Tuesday that they will shut down an English language channel and lay off more than 200 employees ahead of a merger of their mass market TV and free newspaper operations.;agnews
119;No. 12 Louisville Routs Chaminade in Hawaii Taquan Dean scored 21 points and the Cardinals bounced back from an opening-round loss to beat Chaminade, 93-63, yesterday in the consolation bracket of the Maui Invitational in Lahaina, Hawaii.;agnews
120;Europe Strikes Early Ryder Blow with Charm Offensive BLOOMFIELD HILLS, Michigan (Reuters) - Holders Europe have gained an early Ryder Cup advantage over the United States by winning over the home fans at Oakland Hills.;agnews
121;AudioFeast Launches Portable Internet Radio Service (NewsFactor) NewsFactor - AudioFeast, a two-year-old start-up company based in Mountain View, California, has launched what it claims is the first Internet radio service for portable \MP3 players.;agnews
122;Content software targets small publishers Snapbridge Software brings content management to the little guys.;agnews
123;O'Connor Extols Role of International Law (AP) AP - Justice Sandra Day O'Connor extolled Wednesday the growing role of international law in U.S. courts, saying judges would be negligent if they disregarded its importance in a post-Sept. 11 world of heightened tensions.;agnews
124;Shares in Hospice Company Plunge Shares of Odyssey Healthcare, which provides hospice care for people nearing death, plunged yesterday after the company reduced its profit forecasts and announced that the Justice Department;agnews
125;Study: Online holiday sales merry, but not very Researcher says U.S. shoppers will fork out \$13.2 billion online this season, but year-over-year increases are slipping.;agnews
126;Redback on the comeback trail Eight months after it emerged from bankruptcy, Redback Networks is racking up new contracts.;agnews
127;China to Press N Korea over Nukes China was expected to press North Koreas No. 2 leader to restart stalled six-nation talks on the dispute over the Norths nuclear program when he visits Beijing this week, a state-run newspaper said today.;agnews
128;Dolphins RB Gordon Injures Shoulder (AP) AP - Miami Dolphins running back Lamar Gordon left Sunday's game against Pittsburgh in the first quarter with a left shoulder injury after a jarring tackle by safety Chris Hope.;agnews
129;Over 100 undocumented asylum seekers rescued in Italy More than 100 undocumented asylum seekers claiming to be Palestinians rest after being rescued by the Italian Coast Guard off Sicily 21 August 2004 in the harbour of the Italian island of Lampedusa.;agnews
130;Wild Oats, Pathmark Warn on Results (Reuters) Reuters - Natural and organic foods retailer\Wild Oats Markets Inc. and Pathmark Stores Inc.\ both warned on Monday that their full-year results\would miss Wall Street forecasts because profit margins were\being squeezed by aggressive price cuts.;agnews
131;Slide of the Yankees: Pinstripes Punished George Steinbrenner watched from his box as his Yankees suffered the most one-sided loss in the franchise's long history.;agnews
132;Spam wins the second round THE battle against spam took a turn for the worse yesterday when America Online pulled back support for an industry-wide email authentication system aimed at reducing junk email.;agnews
133;Red Hat Packs More Punch Into RHEL 3.0 With Red Hat Enterprise Linux 4.0 lined up for release next year, the open source solutions vendor has released a power pack to ensure that customers using the existing version 3.0 have access to the latest enhancements in Linux.;agnews
134;Legal questions dog Microsoft antispyware buy With the ink barely dry on Microsoft's acquisition of antispyware company Giant Company Software questions have arisen about the ownership of the antispyware code Microsoft bought.;agnews
135;SAP sets up support center in China The enterprise-software company looks to better serve its 4,200 Asia-Pacific customers, as well as customers worldwide.;agnews
136;Microsoft Challenges Rivals With New Online Music Service icrosoft started selling music tracks yesterday on its MSN online service, taking on Apple Computer and a host of others in the fast-growing market for digital music.;agnews
137;Comfortable Win Earns Ajax First Points Ajax threw themselves a qualification lifeline at the Amsterdam ArenA with an emphatic 3-0 victory over Maccabi Tel Aviv in Champions League Group C. First-half goals from Wesley Sonck, Nigel De Jong and skipper;agnews
138;Risk-all tactics in aim for glory MELBOURNE golfer David McKenzie today will try to duplicate the aggressive approach which netted a sensational eight-under 64 at Huntingdale yesterday.;agnews
139;Special UN envoy urges Sudan to accept more foreign aid (AFP) AFP - UN chief Kofi Annan's special envoy to Sudan urged the Sudanese government to accept international aid if it is unable to protect the population in its troubled Darfur region.;agnews
140;McCULLUM LEADS NEW ZEALAND CHARGE Brendon McCullum produced an outstanding 143 as New Zealand moved into a commanding position on day three of the first Test against Bangladesh in Dhaka.;agnews
141;RealNetworks Slashes Music-Downloading Prices With competition heating up in the online music business, RealNetworks Inc. slashed prices Tuesday for downloading music.;agnews
142;Another day without practice for Phil BLOOMFIELD HILLS, Mich. -- Phil Mickelson skipped a practice for the second straight day on Thursday, 24 hours before the Ryder Cup gets under way at Oakland Hills.;agnews
143;Bobcats Edge Hornets, 94-93 (Overtime) (AP) AP - Emeka Okafor hit a pair of free throws with 5 seconds left in overtime to give Charlotte's new NBA team a win over its old one as the Bobcats pulled out a 94-93 win over the New Orleans Hornets on Tuesday night.;agnews
144;Air Force to standardize Microsoft configurations The US Air Force early next year will require its 525,000 personnel and civilian support staff to use a single and specially configured version of Microsofts operating system and applications, said the military departments CIO.;agnews
145;UK student fraud hits record level A record number of university applications have been cancelled because students presented fake qualifications.;agnews
146;US stocks end higher as crude oil prices continue decline Wall Street stocks traded higher Wednesday as crude oil prices, reaching above 49 dollars per barrel last week, plunged for a fourth straight session.;agnews
147;PC users happier--especially with Apple, Dell Customer satisfaction with home computers reaches three-year peak, with highest marks for Apple and Dell, survey says.;agnews
148;Eagles DE McDougle Out for Browns Game (AP) AP - Philadelphia Eagles defensive end Jerome McDougle was inactive for Sunday's game against Cleveland, three days after being diagnosed with an irregular heartbeat.;agnews
149;Indian author Mulk Raj Anand dies One of India's best known novelists and short-story writers, Mulk Raj Anand, dies at the age of 99.;agnews
150;France Hopes Iraq Hostages Will Be Freed Soon (Reuters) Reuters - France said on Saturday it hoped Islamic\militants were about to free two French hostages, but urged\caution as fresh violence erupted in Iraq.;agnews
151;Stanley Miller II Microsoft finished a major update to Windows XP earlier this month, with much fanfare and many promises that it will make the operating system more secure.;agnews
152;Wenger: We do not think of a catastrophe Arsene Wenger will remind his players of their 4-0 demolition of PSV when he takes his weary team to Eindhoven for what could be the defining moment in this latest Champions League campaign.;agnews
153;Catwoman far from perfect The Catwoman game is a major disappointment that feels like a pointless tie-in with the film.;agnews
154;IBM Product to Challenge Data Storage Leader EMC (Reuters) Reuters - IBM on Friday will take\aim at the heart of data storage equipment leader EMC Corp.'s\ market with a product that will allow EMC buyers to\switch to IBM.;agnews
155;Bonds wins record 7th MVP Barry Bonds won his record seventh National League MVP award Monday in a walk, easily outdistancing Los Angeles slugger Adrian Beltre and the St.;agnews
156;I'm no hypocrite, says Blunkett David Blunkett defends himself over revelations on his private life, saying he is not saying one thing and doing another.;agnews
157;Cyclist fails test for blood Tyler Hamilton, the Olympic time-trial champion, faces the possible loss of his gold medal depending on the outcome of a second sample analysis after confirmation yesterday that he had failed a test intended to detect the use of blood transfusions to;agnews
158;Fleming walks in and out of debate CRICKET has its walkers and its stayers and now New Zealand captain Stephen Fleming has declared himself as the Kiwi in the middle.;agnews
159;Blair Puts Security at Heart of Pre-Election Plans LONDON (Reuters) - Britain's Tony Blair will spell out this week his legislative plans for the next session of parliament -- tantamount to an election manifesto, with the prime minister expected to go to the polls in May next year.;agnews
160;NHL, Players' Union Reject New Proposals (AP) AP - The NHL rejected last week's proposal by the players' association and then had its own counteroffer turned down Tuesday during a 3 1/2-hour negotiating session.;agnews
161;Report published on Gaul's fate The 30-year mystery of how a Hull trawler sank off Norway may be solved when a new report is published.;agnews
162;Apple high No romantic comedies on the big screen in the visitors clubhouse at 161st Street last night as the Red Sox prepared to renew their epic struggle for supremacy against the Yankees.;agnews
163;The right time for a long drive is... now MUMBAI: If you are thinking of buying a new car, you may as well bring forward your decision as interest rates on new car loans are likely to see a 25-50 basis points hike.;agnews
164;Sharapova Sinks Serena in Thrilling Final LOS ANGELES (Reuters) - Wimbledon champion Maria Sharapova capped her stunning year by overcoming an injured Serena Williams, 4-6, 6-2, 6-4, in the final of the season-ending WTA Tour Championships on Monday.;agnews
165;MarketWatch, Web News Site, Is Up for Sale MarketWatch, the owner of a leading financial news site, CBS MarketWatch, is soliciting bids expected to be as much as \$400 million for the company.;agnews
166;UConn edges Rutgers, works way toward bowl Dan Orlovsky threw three touchdowns and Connecticut virtually assured itself of a bowl bid in its first season as a football member of the Big East Conference with a wild 41-35 victory over Rutgers on Thursday.;agnews
167;Chechen rebels killed in clashes The pro-Moscow security forces in Chechnya claim to have killed 22 separatist fighters loyal to rebel leader, Shamil Basayev.;agnews
